timestamp,tds,turbidity,leak,ph_value,ph_status_msg
2026-01-01 15:02:20.996534,126.35,2.4,False,7.763304702318415,safe
2026-01-01 15:03:20.996534,1070.69,4.84,False,7.60981773598721,safe
2026-01-01 15:12:20.996534,70.85,1.58,False,3.9824138040029737,warning: acidic
2026-01-01 15:26:20.996534,466.31,0.0,False,8.142283554856466,safe
2026-01-01 15:35:20.996534,165.97,175.46,False,5.531296031138777,warning: acidic
2026-01-01 15:45:20.996534,153.48,1.39,False,7.503265324627329,safe
2026-01-01 15:54:20.996534,1136.54,166.79,False,7.588488164123532,safe
2026-01-01 16:03:20.996534,173.48,2.04,False,4.656475141190326,warning: acidic
2026-01-01 16:22:20.996534,94.05,0.49,False,7.9396327939728035,safe
2026-01-01 16:30:20.996534,42.17,6.0,False,9.706970098479085,warning: basic
2026-01-01 16:33:20.996534,92.9,1.94,False,8.112749905812992,safe
2026-01-01 16:51:20.996534,72.86,18.06,False,7.9520713877682905,safe
2026-01-01 16:58:20.996534,1491.17,2.92,False,8.652264200298683,safe
2026-01-01 17:02:20.996534,109.11,134.38,False,7.0108706147434265,safe
2026-01-01 17:12:20.996534,104.65,12.26,False,10.48606156776157,warning: basic
2026-01-01 17:23:20.996534,85.22,9.11,False,6.50083335268317,safe
2026-01-01 17:35:20.996534,38.05,1.8,False,7.648510152947198,safe
2026-01-01 17:45:20.996534,81.53,15.79,False,6.914865181526534,safe
2026-01-01 18:00:20.996534,165.23,2.92,True,7.21131222816201,safe
2026-01-01 18:11:20.996534,309.13,246.22,False,10.38955299378901,warning: basic
2026-01-01 18:12:20.996534,44.08,18.9,False,7.797239686767687,safe
2026-01-01 18:30:20.996534,123.63,2.51,False,7.07751821286048,safe
2026-01-01 18:35:20.996534,1043.64,15.38,False,7.502269679436774,safe
2026-01-01 18:52:20.996534,65.9,0.89,False,7.8325592315395065,safe
2026-01-01 19:00:20.996534,1040.61,18.51,False,6.871980681302428,safe
2026-01-01 19:08:20.996534,92.62,4.91,False,5.510059644964721,warning: acidic
2026-01-01 19:15:20.996534,1014.85,1.67,False,10.025983673008021,warning: basic
2026-01-01 19:29:20.996534,1496.73,,False,10.397079545038357,warning: basic
2026-01-01 19:41:20.996534,128.26,113.55,False,,
2026-01-01 19:46:20.996534,90.84,84.1,False,6.706093421571608,safe
2026-01-01 19:52:20.996534,81.03,2.72,False,7.189265068579471,safe
2026-01-01 20:04:20.996534,1385.74,5.16,False,7.799853801691288,safe
2026-01-01 20:18:20.996534,89.23,0.61,False,8.189026596404457,safe
2026-01-01 20:27:20.996534,122.61,10.27,False,6.433668191131068,safe
2026-01-01 20:36:20.996534,312.07,5.46,False,10.095379914111053,warning: basic
2026-01-01 20:44:20.996534,41.6,2.16,False,6.892831881586707,safe
2026-01-01 20:55:20.996534,138.92,16.77,False,8.277741548581899,safe
2026-01-01 21:07:20.996534,80.06,2.07,False,6.701800973512706,safe
2026-01-01 21:13:20.996534,1255.69,5.89,False,6.938545714156157,safe
2026-01-01 21:23:20.996534,127.14,,False,10.693195592073957,warning: basic
2026-01-01 21:38:20.996534,92.8,2.9,False,7.9458144120562775,safe
2026-01-01 21:43:20.996534,74.23,2.82,False,10.033959828435732,warning: basic
2026-01-01 21:57:20.996534,54.15,1.38,False,7.784812226399962,safe
2026-01-01 22:07:20.996534,386.26,6.98,False,6.921481831505903,safe
2026-01-01 22:21:20.996534,114.32,24.59,False,,
2026-01-01 22:26:20.996534,110.03,15.13,False,7.1609539469481405,safe
2026-01-01 22:32:20.996534,97.86,2.94,False,7.710832049263825,safe
2026-01-01 22:49:20.996534,164.83,69.24,False,,
2026-01-01 23:00:20.996534,128.18,2.08,False,7.547864947671048,safe
2026-01-01 23:03:20.996534,596.03,2.07,False,6.883203725165752,safe
2026-01-01 23:18:20.996534,97.2,5.5,False,7.227915295520535,safe
2026-01-01 23:23:20.996534,1065.83,4.18,False,7.993206983730292,safe
2026-01-01 23:40:20.996534,456.94,1.4,False,7.360350232535929,safe
2026-01-01 23:46:20.996534,153.62,2.33,False,7.6051972288331955,safe
2026-01-02 00:02:20.996534,393.03,,False,8.4954276942664,safe
2026-01-02 00:11:20.996534,24.42,0.93,False,5.809881997743953,warning: acidic
2026-01-02 00:17:20.996534,46.78,2.45,False,8.318265303054202,safe
2026-01-02 00:31:20.996534,399.18,53.35,False,7.894929401255353,safe
2026-01-02 00:35:20.996534,126.18,4.33,False,6.783482577110556,safe
2026-01-02 00:43:20.996534,85.55,1.98,False,7.972783532155101,safe
2026-01-02 00:52:20.996534,159.01,116.74,False,7.107726447136199,safe
2026-01-02 01:12:20.996534,521.95,1.78,False,8.31369265782895,safe
2026-01-02 01:15:20.996534,179.36,112.03,False,7.226038659138691,safe
2026-01-02 01:26:20.996534,139.62,0.4,False,7.307363613838896,safe
2026-01-02 01:33:20.996534,39.64,2.35,False,8.200593129929974,safe
2026-01-02 01:45:20.996534,143.09,3.41,False,8.304191943138338,safe
2026-01-02 01:53:20.996534,88.12,8.01,False,6.695560184849353,safe
2026-01-02 02:08:20.996534,98.64,1.06,False,7.840142750151761,safe
2026-01-02 02:16:20.996534,20.98,4.81,False,,
2026-01-02 02:29:20.996534,399.04,1.59,False,8.645504497627071,safe
2026-01-02 02:42:20.996534,93.32,,False,7.403807292229608,safe
2026-01-02 02:47:20.996534,118.81,108.92,False,7.812983049393447,safe
2026-01-02 02:54:20.996534,534.37,0.0,False,6.475500961260831,safe
2026-01-02 03:07:20.996534,123.95,3.53,False,9.929597008401386,warning: basic
2026-01-02 03:17:20.996534,277.34,10.58,False,5.176299340675275,warning: acidic
2026-01-02 03:25:20.996534,121.34,3.11,False,8.114559989253028,safe
2026-01-02 03:42:20.996534,115.94,0.0,False,8.609268095623896,safe
2026-01-02 03:46:20.996534,1462.97,228.92,False,4.7487700031212885,warning: acidic
2026-01-02 04:02:20.996534,82.41,2.78,False,6.495355135137803,safe
2026-01-02 04:12:20.996534,44.85,1.96,False,8.224567583102141,safe
2026-01-02 04:13:20.996534,46.99,188.04,False,6.705983040287324,safe
2026-01-02 04:31:20.996534,104.21,4.23,False,7.520458432853093,safe
2026-01-02 04:42:20.996534,49.15,0.0,False,7.55313749409782,safe
2026-01-02 04:44:20.996534,1177.69,3.29,False,4.527935283124925,warning: acidic
2026-01-02 05:00:20.996534,85.98,1.47,False,7.922760391239598,safe
2026-01-02 05:05:20.996534,1122.54,165.1,False,7.965922370200401,safe
2026-01-02 05:14:20.996534,975.15,296.38,False,7.881666414027244,safe
2026-01-02 05:29:20.996534,111.67,149.73,False,9.41246465115363,warning: basic
2026-01-02 05:38:20.996534,318.39,1.25,False,8.145771369672191,safe
2026-01-02 05:46:20.996534,80.27,9.66,False,5.0417225038600755,warning: acidic
2026-01-02 06:02:20.996534,34.46,19.0,False,10.038332897945963,warning: basic
2026-01-02 06:10:20.996534,162.42,,False,8.257934960251486,safe
2026-01-02 06:15:20.996534,141.36,3.76,False,7.645646864282853,safe
2026-01-02 06:32:20.996534,86.76,17.49,False,8.449842843975013,safe
2026-01-02 06:37:20.996534,83.03,1.94,False,7.8148092241625005,safe
2026-01-02 06:42:20.996534,181.09,20.57,False,9.929351003132851,warning: basic
2026-01-02 06:55:20.996534,161.47,22.09,False,7.567917186884252,safe
2026-01-02 07:02:20.996534,183.18,178.41,False,7.927132712460013,safe
2026-01-02 07:17:20.996534,18.76,3.51,False,6.336771728385953,safe
2026-01-02 07:28:20.996534,104.52,138.15,False,7.920623699904942,safe
2026-01-02 07:36:20.996534,133.99,146.23,False,4.532974400217103,warning: acidic
2026-01-02 07:43:20.996534,181.35,25.45,False,7.214323381019453,safe
2026-01-02 07:55:20.996534,459.42,18.85,False,7.4960963146205355,safe
2026-01-02 08:11:20.996534,48.32,2.33,False,10.198705559943303,warning: basic
2026-01-02 08:17:20.996534,332.39,179.41,False,6.957516450496812,safe
2026-01-02 08:25:20.996534,98.77,2.26,False,6.8171431070500885,safe
2026-01-02 08:42:20.996534,52.06,1.64,False,7.322220147771725,safe
2026-01-02 08:49:20.996534,208.33,7.01,False,7.1619978736246095,safe
2026-01-02 08:58:20.996534,917.27,21.6,False,6.871630923222504,safe
2026-01-02 09:12:20.996534,95.71,5.63,False,6.7940081938338865,safe
2026-01-02 09:19:20.996534,448.12,2.1,False,7.021845552260934,safe
2026-01-02 09:24:20.996534,125.2,20.72,False,7.10171426355154,safe
2026-01-02 09:36:20.996534,1200.67,4.72,False,6.911045140291647,safe
